iter	Logloss
0	0.460154868
1	0.2536989194
2	0.1595238079
3	0.1084369268
4	0.06905543908
5	0.0480104204
6	0.03695056311
7	0.02783398913
8	0.02256407124
9	0.01920963089
10	0.01658705275
11	0.01556347882
12	0.01453347011
13	0.0131240669
14	0.01170971025
15	0.01078560621
16	0.009832146303
17	0.009504368322
18	0.00833500906
19	0.007973761644
20	0.007412509047
21	0.006862708246
22	0.006312568859
23	0.006177080574
24	0.005897741424
25	0.005645193914
26	0.005171188143
27	0.004892398586
28	0.004730374417
29	0.004483095676
30	0.00426798255
31	0.004130089335
32	0.003977577904
33	0.00387768778
34	0.003781363266
35	0.003574613757
36	0.003426444242
37	0.003349257968
38	0.003178505515
39	0.003127945366
40	0.002955661641
41	0.002917531857
42	0.002790750073
43	0.002731813119
44	0.002615613623
45	0.00256334172
46	0.002521097327
47	0.002472629156
48	0.002331255977
49	0.002285061452
50	0.002231629314
51	0.002208764543
52	0.002165725173
53	0.00213514136
54	0.002065045112
55	0.001988213576
56	0.00194235423
57	0.001905851886
58	0.001828312503
59	0.001771662826
60	0.001709908858
61	0.001688589436
62	0.001624659917
63	0.0015641502
64	0.001510788744
65	0.001493081163
66	0.001476272579
67	0.001460394406
68	0.001441377968
69	0.001420050989
70	0.001408318543
71	0.001393671729
72	0.001378485251
73	0.001366109712
74	0.001323276754
75	0.001296997367
76	0.001256496437
77	0.001245432273
78	0.001234141842
79	0.00119988373
80	0.001189985136
81	0.001150443437
82	0.001123578153
83	0.001114874022
84	0.001105681571
85	0.00107348395
86	0.001066048965
87	0.001046562728
88	0.001039104776
89	0.001020660009
90	0.001003228929
91	0.0009959821304
92	0.0009794524177
93	0.0009727608424
94	0.0009569266777
95	0.0009508041064
96	0.000935896129
97	0.0009300268682
98	0.0009157466474
99	0.0009022843697
100	0.0008966338938
101	0.0008837526225
102	0.0008783013721
103	0.0008659396874
104	0.0008421499882
105	0.0008371212677
106	0.0008323180742
107	0.0008210684662
108	0.0008036454617
109	0.0007872227336
110	0.0007822897362
111	0.000777619088
112	0.000773106546
113	0.000768668167
114	0.0007589191587
115	0.0007533575156
116	0.0007389606786
117	0.0007348449575
118	0.0007261776494
119	0.0007222367044
120	0.0007092773433
121	0.0007055059881
122	0.000697610688
123	0.0006939001599
124	0.0006862766925
125	0.0006827191583
126	0.000675342037
127	0.0006673173033
128	0.0006638456384
129	0.0006555670015
130	0.000644391112
131	0.0006409730135
132	0.0006375284651
133	0.0006271251023
134	0.0006174978964
135	0.0006140650541
136	0.0006089373506
137	0.0006038784018
138	0.0005990145664
139	0.0005945480707
140	0.0005901073209
141	0.0005837822272
142	0.0005809647315
143	0.0005749294371
144	0.0005690897378
145	0.0005608621482
146	0.0005581017012
147	0.000555500916
148	0.0005477879861
149	0.0005451371538
150	0.000542617385
151	0.0005352580821
152	0.0005326774492
153	0.0005302820019
154	0.0005232791044
155	0.0005208142727
156	0.0005185344784
157	0.0005119462944
158	0.0005096190831
159	0.0005034300909
160	0.0005011795618
161	0.0004953114863
162	0.0004928860329
163	0.0004872570429
164	0.0004850658591
165	0.0004797348923
166	0.0004747749634
167	0.0004724450849
168	0.0004677309836
169	0.0004653837312
170	0.0004632158113
171	0.000458601582
172	0.000454326199
173	0.0004493814955
174	0.0004472644378
175	0.0004452480671
176	0.0004411404588
177	0.0004372096269
178	0.0004350086263
179	0.0004330307449
180	0.000429233014
181	0.0004272690243
182	0.0004235963928
183	0.0004215270114
184	0.0004195058249
185	0.0004176982372
186	0.0004140816541
187	0.0004106575543
188	0.0004086755239
189	0.0004069302821
190	0.0004035984233
191	0.0004018936341
192	0.0003986309744
